Action Name;Time (sequence)(s);Time (action)(s);Shear stress(Pa);Shear rate(s-¹);Shear strain(%);Normal force(N);Complex shear strain(%);Frequency(Hz);Complex shear stress(Pa);Shear modulus (elastic component)(Pa);Shear modulus (viscous component)(Pa);Shear modulus (complex component)(Pa);Torque(N m);Angular displacement(rad);Temperature(°C);Gap(mm)
Oscillation Single Frequency (5);4,400E+003;127,4;;;;0,1862;;;;;;;1,502E-004;1,561E-003;21,00;9,1500
Oscillation Single Frequency (5);4,400E+003;127,5;;;;0,1866;;;;;;;1,511E-004;1,581E-003;21,00;9,1500
Oscillation Single Frequency (5);4,400E+003;127,6;;;;0,1859;;;;;;;1,519E-004;1,599E-003;21,00;9,1500
Oscillation Single Frequency (5);4,400E+003;127,7;;;;0,1865;;;;;;;1,527E-004;1,620E-003;21,00;9,1500
Oscillation Single Frequency (5);4,400E+003;127,7;;;;0,1862;;;;;;;1,534E-004;1,639E-003;21,00;9,1500
Oscillation Single Frequency (5);4,401E+003;127,8;;;;0,1865;;;;;;;1,541E-004;1,658E-003;21,00;9,1500
Oscillation Single Frequency (5);4,401E+003;127,9;;;;0,1866;;;;;;;1,547E-004;1,675E-003;21,00;9,1500
Oscillation Single Frequency (5);4,401E+003;128,0;;;;0,1866;;;;;;;1,554E-004;1,693E-003;21,00;9,1500
Oscillation Single Frequency (5);4,401E+003;128,0;;;;0,1861;;;;;;;1,559E-004;1,707E-003;21,00;9,1500
Oscillation Single Frequency (5);4,401E+003;128,1;;;;0,1859;;;;;;;1,565E-004;1,724E-003;21,00;9,1500
Oscillation Single Frequency (5);4,401E+003;128,2;;;;0,1863;;;;;;;1,570E-004;1,734E-003;21,00;9,1500
Oscillation Single Frequency (5);4,401E+003;128,3;;;;0,1861;;;;;;;1,574E-004;1,751E-003;21,00;9,1500
Oscillation Single Frequency (5);4,401E+003;128,4;;;;0,1860;;;;;;;1,578E-004;1,763E-003;21,00;9,1500
Oscillation Single Frequency (5);4,401E+003;128,4;;;;0,1863;;;;;;;1,582E-004;1,776E-003;21,00;9,1500
Oscillation Single Frequency (5);4,401E+003;128,5;;;;0,1862;;;;;;;1,585E-004;1,787E-003;21,00;9,1500
Oscillation Single Frequency (5);4,401E+003;128,6;;;;0,1863;;;;;;;1,588E-004;1,795E-003;21,00;9,1500
Oscillation Single Frequency (5);4,401E+003;128,7;;;;0,1861;;;;;;;1,590E-004;1,804E-003;21,00;9,1500
Oscillation Single Frequency (5);4,401E+003;128,7;;;;0,1858;;;;;;;1,592E-004;1,813E-003;21,00;9,1500
Oscillation Single Frequency (5);4,402E+003;128,8;;;;0,1858;;;;;;;1,594E-004;1,822E-003;21,00;9,1500
Oscillation Single Frequency (5);4,402E+003;128,9;;;;0,1859;;;;;;;1,595E-004;1,829E-003;21,00;9,1500
Oscillation Single Frequency (5);4,402E+003;129,0;;;;0,1860;;;;;;;1,596E-004;1,836E-003;21,00;9,1500
Oscillation Single Frequency (5);4,402E+003;129,1;;;;0,1860;;;;;;;1,596E-004;1,840E-003;21,00;9,1500
Oscillation Single Frequency (5);4,402E+003;129,1;;;;0,1861;;;;;;;1,596E-004;1,844E-003;21,00;9,1500
Oscillation Single Frequency (5);4,402E+003;129,2;;;;0,1863;;;;;;;1,596E-004;1,847E-003;21,00;9,1500
Oscillation Single Frequency (5);4,402E+003;129,3;;;;0,1860;;;;;;;1,595E-004;1,851E-003;21,00;9,1500
Oscillation Single Frequency (5);4,402E+003;129,4;;;;0,1861;;;;;;;1,594E-004;1,854E-003;21,00;9,1500
Oscillation Single Frequency (5);4,402E+003;129,5;;;;0,1860;;;;;;;1,592E-004;1,852E-003;21,00;9,1500
Oscillation Single Frequency (5);4,402E+003;129,5;;;;0,1861;;;;;;;1,590E-004;1,853E-003;21,00;9,1500
Oscillation Single Frequency (5);4,402E+003;129,6;;;;0,1860;;;;;;;1,587E-004;1,855E-003;21,00;9,1500
Oscillation Single Frequency (5);4,402E+003;129,7;;;;0,1860;;;;;;;1,584E-004;1,855E-003;21,00;9,1500
Oscillation Single Frequency (5);4,402E+003;129,8;;;;0,1861;;;;;;;1,581E-004;1,851E-003;21,00;9,1500
Oscillation Single Frequency (5);4,403E+003;129,8;;;;0,1864;;;;;;;1,577E-004;1,846E-003;21,00;9,1500
Oscillation Single Frequency (5);4,403E+003;129,9;;;;0,1861;;;;;;;1,573E-004;1,844E-003;21,00;9,1500
Oscillation Single Frequency (5);4,403E+003;130,0;;;;0,1859;;;;;;;1,568E-004;1,840E-003;21,00;9,1500
Oscillation Single Frequency (5);4,403E+003;130,1;;;;0,1861;;;;;;;1,563E-004;1,838E-003;21,00;9,1500
Oscillation Single Frequency (5);4,403E+003;130,2;;;;0,1859;;;;;;;1,558E-004;1,831E-003;21,00;9,1500
Oscillation Single Frequency (5);4,403E+003;130,2;;;;0,1861;;;;;;;1,552E-004;1,825E-003;21,00;9,1500
Oscillation Single Frequency (5);4,403E+003;130,3;;;;0,1856;;;;;;;1,546E-004;1,814E-003;21,00;9,1500
Oscillation Single Frequency (5);4,403E+003;130,4;;;;0,1856;;;;;;;1,539E-004;1,805E-003;21,00;9,1500
Oscillation Single Frequency (5);4,403E+003;130,5;;;;0,1860;;;;;;;1,532E-004;1,799E-003;21,00;9,1500
Oscillation Single Frequency (5);4,403E+003;130,5;;;;0,1859;;;;;;;1,525E-004;1,791E-003;21,00;9,1500
Oscillation Single Frequency (5);4,403E+003;130,6;;;;0,1855;;;;;;;1,517E-004;1,781E-003;21,00;9,1500
Oscillation Single Frequency (5);4,403E+003;130,7;;;;0,1855;;;;;;;1,509E-004;1,768E-003;21,00;9,1500
Oscillation Single Frequency (5);4,403E+003;130,8;;;;0,1855;;;;;;;1,500E-004;1,756E-003;21,00;9,1500
Oscillation Single Frequency (5);4,404E+003;130,9;;;;0,1854;;;;;;;1,491E-004;1,743E-003;21,00;9,1500
Oscillation Single Frequency (5);4,404E+003;130,9;;;;0,1852;;;;;;;1,482E-004;1,729E-003;21,00;9,1500
Oscillation Single Frequency (5);4,404E+003;131,0;;;;0,1853;;;;;;;1,472E-004;1,718E-003;21,00;9,1500
Oscillation Single Frequency (5);4,404E+003;131,1;;;;0,1855;;;;;;;1,462E-004;1,704E-003;21,00;9,1500
Oscillation Single Frequency (5);4,404E+003;131,2;;;;0,1853;;;;;;;1,451E-004;1,687E-003;21,00;9,1500
Oscillation Single Frequency (5);4,404E+003;131,2;;;;0,1852;;;;;;;1,440E-004;1,672E-003;21,00;9,1500
Oscillation Single Frequency (5);4,404E+003;131,3;;;;0,1855;;;;;;;1,429E-004;1,655E-003;21,00;9,1500
Oscillation Single Frequency (5);4,404E+003;131,4;;;;0,1856;;;;;;;1,417E-004;1,635E-003;21,00;9,1500
Oscillation Single Frequency (5);4,404E+003;131,5;;;;0,1853;;;;;;;1,405E-004;1,617E-003;21,00;9,1500
Oscillation Single Frequency (5);4,404E+003;131,6;;;;0,1853;;;;;;;1,393E-004;1,600E-003;21,00;9,1500
Oscillation Single Frequency (5);4,404E+003;131,6;;;;0,1852;;;;;;;1,380E-004;1,579E-003;21,00;9,1500
Oscillation Single Frequency (5);4,404E+003;131,7;;;;0,1856;;;;;;;1,367E-004;1,560E-003;21,00;9,1500
Oscillation Single Frequency (5);4,405E+003;131,8;;;;0,1857;;;;;;;1,353E-004;1,540E-003;21,00;9,1500
Oscillation Single Frequency (5);4,405E+003;131,9;;;;0,1856;;;;;;;1,339E-004;1,519E-003;21,00;9,1500
Oscillation Single Frequency (5);4,405E+003;132,0;;;;0,1853;;;;;;;1,325E-004;1,498E-003;21,00;9,1500
Oscillation Single Frequency (5);4,405E+003;132,0;;;;0,1853;;;;;;;1,310E-004;1,474E-003;21,00;9,1500
Oscillation Single Frequency (5);4,405E+003;132,1;;;;0,1858;;;;;;;1,296E-004;1,452E-003;21,00;9,1500
Oscillation Single Frequency (5);4,405E+003;132,2;;;;0,1856;;;;;;;1,280E-004;1,429E-003;21,00;9,1500
Oscillation Single Frequency (5);4,405E+003;132,3;;;;0,1858;;;;;;;1,265E-004;1,406E-003;21,00;9,1500
Oscillation Single Frequency (5);4,405E+003;132,3;;;;0,1857;;;;;;;1,249E-004;1,377E-003;21,00;9,1500
Oscillation Single Frequency (5);4,405E+003;132,4;;;;0,1857;;;;;;;1,233E-004;1,353E-003;21,00;9,1500
Oscillation Single Frequency (5);4,405E+003;132,5;;;;0,1855;;;;;;;1,216E-004;1,327E-003;21,00;9,1500
Oscillation Single Frequency (5);4,405E+003;132,6;;;;0,1856;;;;;;;1,199E-004;1,298E-003;21,00;9,1500
Oscillation Single Frequency (5);4,405E+003;132,7;;;;0,1855;;;;;;;1,182E-004;1,268E-003;21,00;9,1500
Oscillation Single Frequency (5);4,405E+003;132,7;;;;0,1856;;;;;;;1,164E-004;1,242E-003;21,00;9,1500
Oscillation Single Frequency (5);4,406E+003;132,8;;;;0,1858;;;;;;;1,147E-004;1,214E-003;21,00;9,1500
Oscillation Single Frequency (5);4,406E+003;132,9;;;;0,1861;;;;;;;1,129E-004;1,184E-003;21,00;9,1500
Oscillation Single Frequency (5);4,406E+003;133,0;;;;0,1863;;;;;;;1,110E-004;1,151E-003;21,00;9,1500
Oscillation Single Frequency (5);4,406E+003;133,0;;;;0,1862;;;;;;;1,091E-004;1,119E-003;21,00;9,1500
Oscillation Single Frequency (5);4,406E+003;133,1;;;;0,1857;;;;;;;1,072E-004;1,088E-003;21,00;9,1500
Oscillation Single Frequency (5);4,406E+003;133,2;;;;0,1855;;;;;;;1,053E-004;1,057E-003;21,00;9,1500
Oscillation Single Frequency (5);4,406E+003;133,3;;;;0,1856;;;;;;;1,034E-004;1,024E-003;21,00;9,1500
Oscillation Single Frequency (5);4,406E+003;133,4;;;;0,1856;;;;;;;1,014E-004;9,916E-004;21,00;9,1500
Oscillation Single Frequency (5);4,406E+003;133,4;;;;0,1853;;;;;;;9,938E-005;9,587E-004;21,00;9,1500
Oscillation Single Frequency (5);4,406E+003;133,5;;;;0,1849;;;;;;;9,735E-005;9,259E-004;21,00;9,1500
Oscillation Single Frequency (5);4,406E+003;133,6;;;;0,1852;;;;;;;9,529E-005;8,920E-004;21,00;9,1500
Oscillation Single Frequency (5);4,406E+003;133,7;;;;0,1855;;;;;;;9,321E-005;8,569E-004;21,00;9,1500
Oscillation Single Frequency (5);4,406E+003;133,7;;;;0,1851;;;;;;;9,110E-005;8,206E-004;21,00;9,1500
Oscillation Single Frequency (5);4,407E+003;133,8;;;;0,1853;;;;;;;8,897E-005;7,850E-004;21,00;9,1500
Oscillation Single Frequency (5);4,407E+003;133,9;;;;0,1857;;;;;;;8,682E-005;7,502E-004;21,00;9,1500
Oscillation Single Frequency (5);4,407E+003;134,0;;;;0,1857;;;;;;;8,464E-005;7,143E-004;21,00;9,1500
Oscillation Single Frequency (5);4,407E+003;134,1;;;;0,1857;;;;;;;8,244E-005;6,759E-004;21,00;9,1500
Oscillation Single Frequency (5);4,407E+003;134,1;;;;0,1854;;;;;;;8,022E-005;6,377E-004;21,00;9,1500
Oscillation Single Frequency (5);4,407E+003;134,2;;;;0,1856;;;;;;;7,798E-005;5,992E-004;21,00;9,1500
Oscillation Single Frequency (5);4,407E+003;134,3;;;;0,1852;;;;;;;7,572E-005;5,607E-004;21,00;9,1500
Oscillation Single Frequency (5);4,407E+003;134,4;;;;0,1853;;;;;;;7,344E-005;5,216E-004;21,00;9,1500
Oscillation Single Frequency (5);4,407E+003;134,5;;;;0,1852;;;;;;;7,114E-005;4,821E-004;21,00;9,1500
Oscillation Single Frequency (5);4,407E+003;134,5;;;;0,1857;;;;;;;6,882E-005;4,442E-004;21,00;9,1500
Oscillation Single Frequency (5);4,407E+003;134,6;;;;0,1857;;;;;;;6,649E-005;4,041E-004;21,00;9,1500
Oscillation Single Frequency (5);4,407E+003;134,7;;;;0,1852;;;;;;;6,413E-005;3,617E-004;21,00;9,1500
Oscillation Single Frequency (5);4,407E+003;134,8;;;;0,1853;;;;;;;6,176E-005;3,202E-004;21,00;9,1500
Oscillation Single Frequency (5);4,408E+003;134,8;;;;0,1851;;;;;;;5,937E-005;2,785E-004;21,00;9,1500
Oscillation Single Frequency (5);4,408E+003;134,9;;;;0,1855;;;;;;;5,697E-005;2,372E-004;21,00;9,1500
Oscillation Single Frequency (5);4,408E+003;135,0;;;;0,1854;;;;;;;5,455E-005;1,936E-004;21,00;9,1500
Oscillation Single Frequency (5);4,408E+003;135,1;;;;0,1851;;;;;;;5,212E-005;1,514E-004;21,00;9,1500
Oscillation Single Frequency (5);4,408E+003;135,2;;;;0,1852;;;;;;;4,968E-005;1,089E-004;21,00;9,1500
Oscillation Single Frequency (5);4,408E+003;135,2;;;;0,1852;;;;;;;4,722E-005;6,719E-005;21,00;9,1500
Oscillation Single Frequency (5);4,408E+003;135,3;;;;0,1853;;;;;;;4,475E-005;2,399E-005;21,00;9,1500
Oscillation Single Frequency (5);4,408E+003;135,4;;;;0,1854;;;;;;;4,226E-005;-1,993E-005;21,00;9,1500
Oscillation Single Frequency (5);4,408E+003;135,5;;;;0,1853;;;;;;;3,977E-005;-6,360E-005;21,00;9,1500
Oscillation Single Frequency (5);4,408E+003;135,5;;;;0,1855;;;;;;;3,727E-005;-1,079E-004;21,00;9,1500
Oscillation Single Frequency (5);4,408E+003;135,6;;;;0,1856;;;;;;;3,475E-005;-1,510E-004;21,00;9,1500
Oscillation Single Frequency (5);4,408E+003;135,7;;;;0,1859;;;;;;;3,223E-005;-1,954E-004;21,00;9,1500
Oscillation Single Frequency (5);4,408E+003;135,8;;;;0,1859;;;;;;;2,970E-005;-2,403E-004;21,00;9,1500
Oscillation Single Frequency (5);4,409E+003;135,9;;;;0,1860;;;;;;;2,716E-005;-2,854E-004;21,00;9,1500
Oscillation Single Frequency (5);4,409E+003;135,9;;;;0,1856;;;;;;;2,461E-005;-3,321E-004;21,00;9,1500
Oscillation Single Frequency (5);4,409E+003;136,0;;;;0,1854;;;;;;;2,206E-005;-3,776E-004;21,00;9,1500
Oscillation Single Frequency (5);4,409E+003;136,1;;;;0,1856;;;;;;;1,950E-005;-4,241E-004;21,00;9,1500
Oscillation Single Frequency (5);4,409E+003;136,2;;;;0,1857;;;;;;;1,694E-005;-4,708E-004;21,00;9,1500
Oscillation Single Frequency (5);4,409E+003;136,2;;;;0,1859;;;;;;;1,437E-005;-5,203E-004;21,00;9,1500
Oscillation Single Frequency (5);4,409E+003;136,3;;;;0,1856;;;;;;;1,180E-005;-5,689E-004;21,00;9,1500
Oscillation Single Frequency (5);4,409E+003;136,4;;;;0,1856;;;;;;;9,225E-006;-6,172E-004;21,00;9,1500
Oscillation Single Frequency (5);4,409E+003;136,5;;;;0,1858;;;;;;;6,648E-006;-6,664E-004;21,00;9,1500
Oscillation Single Frequency (5);4,409E+003;136,6;;;;0,1857;;;;;;;4,070E-006;-7,167E-004;21,00;9,1500
Oscillation Single Frequency (5);4,409E+003;136,6;;;;0,1859;;;;;;;1,490E-006;-7,653E-004;21,00;9,1500
Oscillation Single Frequency (5);4,409E+003;136,7;;;;0,1857;;;;;;;-1,090E-006;-8,142E-004;21,00;9,1500
Oscillation Single Frequency (5);4,410E+003;136,8;;;;0,1859;;;;;;;-3,669E-006;-8,622E-004;21,00;9,1500
Oscillation Single Frequency (5);4,410E+003;136,9;;;;0,1858;;;;;;;-6,248E-006;-9,113E-004;21,00;9,1500
Oscillation Single Frequency (5);4,410E+003;137,0;;;;0,1859;;;;;;;-8,825E-006;-9,614E-004;21,00;9,1500
Oscillation Single Frequency (5);4,410E+003;137,0;;;;0,1858;;;;;;;-1,140E-005;-1,011E-003;21,00;9,1500
Oscillation Single Frequency (5);4,410E+003;137,1;;;;0,1856;;;;;;;-1,397E-005;-1,061E-003;21,00;9,1500
Oscillation Single Frequency (5);4,410E+003;137,2;;;;0,1854;;;;;;;-1,654E-005;-1,112E-003;21,00;9,1500
Oscillation Single Frequency (5);4,410E+003;137,3;;;;0,1854;;;;;;;-1,910E-005;-1,161E-003;21,00;9,1500
Oscillation Single Frequency (5);4,410E+003;137,3;;;;0,1855;;;;;;;-2,166E-005;-1,210E-003;21,00;9,1500
Oscillation Single Frequency (5);4,410E+003;137,4;;;;0,1859;;;;;;;-2,422E-005;-1,259E-003;21,00;9,1500
Oscillation Single Frequency (5);4,410E+003;137,5;;;;0,1854;;;;;;;-2,676E-005;-1,308E-003;21,00;9,1500
Oscillation Single Frequency (5);4,410E+003;137,6;;;;0,1855;;;;;;;-2,930E-005;-1,359E-003;21,00;9,1500
Oscillation Single Frequency (5);4,410E+003;137,7;;;;0,1856;;;;;;;-3,183E-005;-1,409E-003;21,00;9,1500
Oscillation Single Frequency (5);4,410E+003;137,7;;;;0,1858;;;;;;;-3,436E-005;-1,457E-003;21,00;9,1500
Oscillation Single Frequency (5);4,411E+003;137,8;;;;0,1861;;;;;;;-3,687E-005;-1,506E-003;21,00;9,1500
Oscillation Single Frequency (5);4,411E+003;137,9;;;;0,1861;;;;;;;-3,938E-005;-1,557E-003;21,00;9,1500
Oscillation Single Frequency (5);4,411E+003;138,0;;;;0,1859;;;;;;;-4,187E-005;-1,604E-003;21,00;9,1500
Oscillation Single Frequency (5);4,411E+003;138,0;;;;0,1860;;;;;;;-4,436E-005;-1,652E-003;21,00;9,1500
Oscillation Single Frequency (5);4,411E+003;138,1;;;;0,1855;;;;;;;-4,683E-005;-1,699E-003;21,00;9,1500
Oscillation Single Frequency (5);4,411E+003;138,2;;;;0,1857;;;;;;;-4,929E-005;-1,746E-003;21,00;9,1500
Oscillation Single Frequency (5);4,411E+003;138,3;;;;0,1855;;;;;;;-5,174E-005;-1,793E-003;21,00;9,1500
Oscillation Single Frequency (5);4,411E+003;138,4;;;;0,1854;;;;;;;-5,417E-005;-1,841E-003;21,00;9,1500
Oscillation Single Frequency (5);4,411E+003;138,4;;;;0,1858;;;;;;;-5,659E-005;-1,887E-003;21,00;9,1500
Oscillation Single Frequency (5);4,411E+003;138,5;;;;0,1859;;;;;;;-5,900E-005;-1,933E-003;21,00;9,1500
Oscillation Single Frequency (5);4,411E+003;138,6;;;;0,1860;;;;;;;-6,139E-005;-1,979E-003;21,00;9,1500
Oscillation Single Frequency (5);4,411E+003;138,7;;;;0,1856;;;;;;;-6,376E-005;-2,026E-003;21,00;9,1500
Oscillation Single Frequency (5);4,411E+003;138,7;;;;0,1855;;;;;;;-6,612E-005;-2,073E-003;21,00;9,1500
Oscillation Single Frequency (5);4,412E+003;138,8;;;;0,1858;;;;;;;-6,846E-005;-2,119E-003;21,00;9,1500
Oscillation Single Frequency (5);4,412E+003;138,9;;;;0,1857;;;;;;;-7,078E-005;-2,166E-003;21,00;9,1500
Oscillation Single Frequency (5);4,412E+003;139,0;;;;0,1860;;;;;;;-7,309E-005;-2,212E-003;21,00;9,1500
Oscillation Single Frequency (5);4,412E+003;139,1;;;;0,1861;;;;;;;-7,537E-005;-2,259E-003;21,00;9,1500
Oscillation Single Frequency (5);4,412E+003;139,1;;;;0,1862;;;;;;;-7,763E-005;-2,306E-003;21,00;9,1500
Oscillation Single Frequency (5);4,412E+003;139,2;;;;0,1858;;;;;;;-7,988E-005;-2,354E-003;21,00;9,1500
Oscillation Single Frequency (5);4,412E+003;139,3;;;;0,1858;;;;;;;-8,210E-005;-2,401E-003;21,00;9,1500
Oscillation Single Frequency (5);4,412E+003;139,4;;;;0,1855;;;;;;;-8,430E-005;-2,448E-003;21,00;9,1500
Oscillation Single Frequency (5);4,412E+003;139,5;;;;0,1851;;;;;;;-8,648E-005;-2,492E-003;21,00;9,1500
Oscillation Single Frequency (5);4,412E+003;139,5;;;;0,1855;;;;;;;-8,864E-005;-2,537E-003;21,00;9,1500
Oscillation Single Frequency (5);4,412E+003;139,6;;;;0,1852;;;;;;;-9,077E-005;-2,582E-003;21,00;9,1500
Oscillation Single Frequency (5);4,412E+003;139,7;;;;0,1854;;;;;;;-9,288E-005;-2,626E-003;21,00;9,1500
Oscillation Single Frequency (5);4,412E+003;139,8;;;;0,1857;;;;;;;-9,497E-005;-2,670E-003;21,00;9,1500
Oscillation Single Frequency (5);4,413E+003;139,8;;;;0,1854;;;;;;;-9,703E-005;-2,714E-003;21,00;9,1500
Oscillation Single Frequency (5);4,413E+003;139,9;;;;0,1851;;;;;;;-9,907E-005;-2,758E-003;21,00;9,1500
Oscillation Single Frequency (5);4,413E+003;140,0;;;;0,1853;;;;;;;-1,011E-004;-2,802E-003;21,00;9,1500
Oscillation Single Frequency (5);4,413E+003;140,1;;;;0,1854;;;;;;;-1,031E-004;-2,845E-003;21,00;9,1500
Oscillation Single Frequency (5);4,413E+003;140,2;;;;0,1853;;;;;;;-1,050E-004;-2,888E-003;21,00;9,1500
Oscillation Single Frequency (5);4,413E+003;140,2;;;;0,1851;;;;;;;-1,069E-004;-2,929E-003;21,00;9,1500
Oscillation Single Frequency (5);4,413E+003;140,3;;;;0,1854;;;;;;;-1,088E-004;-2,970E-003;21,00;9,1500
Oscillation Single Frequency (5);4,413E+003;140,4;;;;0,1855;;;;;;;-1,107E-004;-3,012E-003;21,00;9,1500
Oscillation Single Frequency (5);4,413E+003;140,5;;;;0,1852;;;;;;;-1,126E-004;-3,053E-003;21,00;9,1500
Oscillation Single Frequency (5);4,413E+003;140,5;;;;0,1850;;;;;;;-1,144E-004;-3,094E-003;21,00;9,1500
Oscillation Single Frequency (5);4,413E+003;140,6;;;;0,1851;;;;;;;-1,162E-004;-3,132E-003;21,00;9,1500
Oscillation Single Frequency (5);4,413E+003;140,7;;;;0,1852;;;;;;;-1,179E-004;-3,169E-003;21,00;9,1500
Oscillation Single Frequency (5);4,413E+003;140,8;;;;0,1854;;;;;;;-1,196E-004;-3,208E-003;21,00;9,1500
Oscillation Single Frequency (5);4,414E+003;140,9;;;;0,1854;;;;;;;-1,213E-004;-3,247E-003;21,00;9,1500
Oscillation Single Frequency (5);4,414E+003;140,9;;;;0,1851;;;;;;;-1,230E-004;-3,283E-003;21,00;9,1500
Oscillation Single Frequency (5);4,414E+003;141,0;;;;0,1851;;;;;;;-1,246E-004;-3,319E-003;21,00;9,1500
Oscillation Single Frequency (5);4,414E+003;141,1;;;;0,1851;;;;;;;-1,262E-004;-3,353E-003;21,00;9,1500
Oscillation Single Frequency (5);4,414E+003;141,2;;;;0,1851;;;;;;;-1,278E-004;-3,387E-003;21,00;9,1500
Oscillation Single Frequency (5);4,414E+003;141,2;;;;0,1854;;;;;;;-1,293E-004;-3,420E-003;21,00;9,1500
Oscillation Single Frequency (5);4,414E+003;141,3;;;;0,1852;;;;;;;-1,308E-004;-3,455E-003;21,00;9,1500
Oscillation Single Frequency (5);4,414E+003;141,4;;;;0,1854;;;;;;;-1,323E-004;-3,489E-003;21,00;9,1500
Oscillation Single Frequency (5);4,414E+003;141,5;;;;0,1853;;;;;;;-1,337E-004;-3,518E-003;21,00;9,1500
Oscillation Single Frequency (5);4,414E+003;141,6;;;;0,1850;;;;;;;-1,351E-004;-3,548E-003;21,00;9,1500
Oscillation Single Frequency (5);4,414E+003;141,6;;;;0,1853;;;;;;;-1,365E-004;-3,579E-003;21,00;9,1500
Oscillation Single Frequency (5);4,414E+003;141,7;;;;0,1850;;;;;;;-1,378E-004;-3,610E-003;21,00;9,1500
Oscillation Single Frequency (5);4,415E+003;141,8;;;;0,1851;;;;;;;-1,391E-004;-3,640E-003;21,00;9,1500
Oscillation Single Frequency (5);4,415E+003;141,9;;;;0,1852;;;;;;;-1,403E-004;-3,666E-003;21,00;9,1500
Oscillation Single Frequency (5);4,415E+003;142,0;;;;0,1854;;;;;;;-1,415E-004;-3,694E-003;21,00;9,1500
Oscillation Single Frequency (5);4,415E+003;142,0;;;;0,1851;;;;;;;-1,427E-004;-3,722E-003;21,00;9,1500
Oscillation Single Frequency (5);4,415E+003;142,1;;;;0,1849;;;;;;;-1,438E-004;-3,749E-003;21,00;9,1500
Oscillation Single Frequency (5);4,415E+003;142,2;;;;0,1852;;;;;;;-1,449E-004;-3,776E-003;21,00;9,1500
Oscillation Single Frequency (5);4,415E+003;142,3;;;;0,1853;;;;;;;-1,460E-004;-3,800E-003;21,00;9,1500
Oscillation Single Frequency (5);4,415E+003;142,3;;;;0,1854;;;;;;;-1,470E-004;-3,825E-003;21,00;9,1500
Oscillation Single Frequency (5);4,415E+003;142,4;;;;0,1855;;;;;;;-1,480E-004;-3,847E-003;21,00;9,1500
Oscillation Single Frequency (5);4,415E+003;142,5;;;;0,1858;;;;;;;-1,490E-004;-3,870E-003;21,00;9,1500
Oscillation Single Frequency (5);4,415E+003;142,6;;;;0,1856;;;;;;;-1,499E-004;-3,894E-003;21,00;9,1500
Oscillation Single Frequency (5);4,415E+003;142,7;;;;0,1855;;;;;;;-1,507E-004;-3,916E-003;21,00;9,1500
Oscillation Single Frequency (5);4,415E+003;142,7;;;;0,1851;;;;;;;-1,516E-004;-3,938E-003;21,00;9,1500
Oscillation Single Frequency (5);4,416E+003;142,8;;;;0,1853;;;;;;;-1,524E-004;-3,958E-003;21,00;9,1500
Oscillation Single Frequency (5);4,416E+003;142,9;;;;0,1855;;;;;;;-1,531E-004;-3,979E-003;21,00;9,1500
Oscillation Single Frequency (5);4,416E+003;143,0;;;;0,1855;;;;;;;-1,538E-004;-3,999E-003;21,00;9,1500
Oscillation Single Frequency (5);4,416E+003;143,0;;;;0,1854;;;;;;;-1,545E-004;-4,012E-003;21,00;9,1500
Oscillation Single Frequency (5);4,416E+003;143,1;;;;0,1857;;;;;;;-1,551E-004;-4,032E-003;21,00;9,1500
Oscillation Single Frequency (5);4,416E+003;143,2;;;;0,1855;;;;;;;-1,557E-004;-4,055E-003;21,00;9,1500
Oscillation Single Frequency (5);4,416E+003;143,3;;;;0,1856;;;;;;;-1,563E-004;-4,066E-003;21,00;9,1500
Oscillation Single Frequency (5);4,416E+003;143,4;;;;0,1854;;;;;;;-1,568E-004;-4,082E-003;21,00;9,1500
Oscillation Single Frequency (5);4,416E+003;143,4;;;;0,1852;;;;;;;-1,572E-004;-4,097E-003;21,00;9,1500
Oscillation Single Frequency (5);4,416E+003;143,5;;;;0,1854;;;;;;;-1,577E-004;-4,111E-003;21,00;9,1500
Oscillation Single Frequency (5);4,416E+003;143,6;;;;0,1853;;;;;;;-1,580E-004;-4,124E-003;21,00;9,1500
Oscillation Single Frequency (5);4,416E+003;143,7;;;;0,1852;;;;;;;-1,584E-004;-4,137E-003;21,00;9,1500
Oscillation Single Frequency (5);4,416E+003;143,7;;;;0,1854;;;;;;;-1,587E-004;-4,148E-003;21,00;9,1500
Oscillation Single Frequency (5);4,417E+003;143,8;;;;0,1856;;;;;;;-1,590E-004;-4,157E-003;21,00;9,1500
Oscillation Single Frequency (5);4,417E+003;143,9;;;;0,1853;;;;;;;-1,592E-004;-4,167E-003;21,00;9,1500
Oscillation Single Frequency (5);4,417E+003;144,0;;;;0,1854;;;;;;;-1,594E-004;-4,176E-003;21,00;9,1500
Oscillation Single Frequency (5);4,417E+003;144,1;;;;0,1854;;;;;;;-1,595E-004;-4,185E-003;21,00;9,1500
Oscillation Single Frequency (5);4,417E+003;144,1;;;;0,1854;;;;;;;-1,596E-004;-4,192E-003;21,00;9,1500
Oscillation Single Frequency (5);4,417E+003;144,2;;;;0,1856;;;;;;;-1,596E-004;-4,196E-003;21,00;9,1500
Oscillation Single Frequency (5);4,417E+003;144,3;;;;0,1855;;;;;;;-1,596E-004;-4,201E-003;21,00;9,1500
Oscillation Single Frequency (5);4,417E+003;144,4;;;;0,1853;;;;;;;-1,596E-004;-4,207E-003;21,00;9,1500
Oscillation Single Frequency (5);4,417E+003;144,5;;;;0,1853;;;;;;;-1,595E-004;-4,210E-003;21,00;9,1500
